"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0800.1","MA0800.1",65,599,32.5,19.9666666666667,1.62771285475793,1.00813136800237e-05,"EOMES",0.0157470119681969
"ENSG00000163508_LINE3544_EOMES_D_N1","ENSG00000163508_LINE3544_EOMES_D_N1",63,595,31.5,19.8333333333333,1.58823529411765,3.38279867024953e-05,"EOMES",0.0181705044545854
"MA0084.1","MA0084.1",68,661,34,22.0333333333333,1.54311649016641,3.78842525350839e-05,"SRY",0.0181705044545854
"MA1978.1","MA1978.1",116,1334,58,44.4666666666667,1.30434782608696,4.81467655239444e-05,"ZNF354A",0.0181705044545854
"MA0032.2","MA0032.2",80,830,40,27.6666666666667,1.44578313253012,6.35399562558854e-05,"FOXC1",0.0181705044545854
"MA1974.1","MA1974.1",44,375,22,12.5,1.76,6.97970721687018e-05,"ZNF211",0.0181705044545854
"ENSG00000167034_LINE2454_NKX31_D_N3","ENSG00000167034_LINE2454_NKX31_D_N3",52,474,26,15.8,1.64556962025316,8.38356656641064e-05,"NKX31",0.018707329966762
"ENSG00000125347_LINE2729_IRF1_D_N2","ENSG00000125347_LINE2729_IRF1_D_N2",144,1788,72,59.6,1.20805369127517,0.000109795578178066,"IRF1",0.0209061642087296
"MA0148.4","MA0148.4",68,684,34,22.8,1.49122807017544,0.000120458052419057,"FOXA1",0.0209061642087296
"ENSG00000167800_LINE3554_TBX10_I","ENSG00000167800_LINE3554_TBX10_I",72,740,36,24.6666666666667,1.45945945945946,0.000140272970480061,"TBX10",0.0219106379889856
"MA0689.1","MA0689.1",66,681,33,22.7,1.45374449339207,0.000355474998173695,"TBX20",0.0504774497406647
"MA0690.2","MA0690.2",60,606,30,20.2,1.48514851485148,0.000417913673277422,"TBX21",0.0543984298049444
"MA0688.1","MA0688.1",63,653,31.5,21.7666666666667,1.44716692189893,0.000593047813773061,"TBX2",0.0712569757779631
"ENSG00000171956_LINE2021_FOXB1_D_N2","ENSG00000171956_LINE2021_FOXB1_D_N2",72,776,36,25.8666666666667,1.39175257731959,0.000665714479576709,"FOXB1",0.0742747155070586
"MA0802.1","MA0802.1",67,712,33.5,23.7333333333333,1.41151685393258,0.000761841637401161,"TBR1",0.076361249755263
"ENSG00000105672_LINE1815_ETV2_D","ENSG00000105672_LINE1815_ETV2_D",51,504,25.5,16.8,1.51785714285714,0.000795085515911717,"ETV2",0.076361249755263
"MA0845.1","MA0845.1",72,784,36,26.1333333333333,1.37755102040816,0.000915562244015266,"FOXB1",0.076361249755263
"ENSG00000137309_LINE57_HMGA1_D","ENSG00000137309_LINE57_HMGA1_D",109,1312,54.5,43.7333333333333,1.24618902439024,0.000999932813994628,"HMGA1",0.076361249755263
"ENSG00000105722_LINE1816_ERF_D","ENSG00000105722_LINE1816_ERF_D",44,421,22,14.0333333333333,1.56769596199525,0.00101862086061827,"ERF",0.076361249755263
"ENSG00000142025_LINE4258_DMRTC2_I_N2","ENSG00000142025_LINE4258_DMRTC2_I_N2",35,313,17.5,10.4333333333333,1.67731629392971,0.00110952127707717,"DMRTC2",0.076361249755263
"ENSG00000138083_LINE2358_SIX3_I","ENSG00000138083_LINE2358_SIX3_I",25,198,12.5,6.6,1.89393939393939,0.0011146100055897,"SIX3",0.076361249755263
"ENSG00000170549_LINE2478_IRX1_I","ENSG00000170549_LINE2478_IRX1_I",52,525,26,17.5,1.48571428571429,0.00116667062504707,"IRX1",0.076361249755263
