"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000162367_LINE243_TAL1_D_N1","ENSG00000162367_LINE243_TAL1_D_N1",48,583,24,19.4333333333333,1.23499142367067,0.0576689633376155,"TAL1",0.999999936912362
"ENSG00000186051_LINE511_TAL2_I_N1","ENSG00000186051_LINE511_TAL2_I_N1",48,583,24,19.4333333333333,1.23499142367067,0.0576689633376155,"TAL2",0.999999936912362
"MA0682.2","MA0682.2",26,288,13,9.6,1.35416666666667,0.06299570569328,"PITX1",0.999999936912362
"ENSG00000105392_LINE2200_CRX_D","ENSG00000105392_LINE2200_CRX_D",22,240,11,8,1.375,0.0733088545172885,"CRX",0.999999936912362
"ENSG00000197587_LINE2552_DMBX1_D","ENSG00000197587_LINE2552_DMBX1_D",20,215,10,7.16666666666667,1.3953488372093,0.0758698426593074,"DMBX1",0.999999936912362
"ENSG00000205143_LINE53_ARID3C_I","ENSG00000205143_LINE53_ARID3C_I",56,710,28,23.6666666666667,1.1830985915493,0.0815208775530633,"ARID3C",0.999999936912362
"ENSG00000114439_LINE3367_BBX_I","ENSG00000114439_LINE3367_BBX_I",11,104,5.5,3.46666666666667,1.58653846153846,0.0828623605811418,"BBX",0.999999936912362
"MA0777.1","MA0777.1",10,92,5,3.06666666666667,1.6304347826087,0.082883842309447,"MYBL2",0.999999936912362
"ENSG00000138336_LINE1723_TET1_D","ENSG00000138336_LINE1723_TET1_D",16,169,8,5.63333333333333,1.42011834319527,0.0936765436641175,"TET1",0.999999936912362
"ENSG00000133937_LINE2333_GSC_D","ENSG00000133937_LINE2333_GSC_D",21,234,10.5,7.8,1.34615384615385,0.0940521951914915,"GSC",0.999999936912362
"MA0648.1","MA0648.1",21,234,10.5,7.8,1.34615384615385,0.0940521951914915,"GSC",0.999999936912362
"MA1966.1","MA1966.1",74,982,37,32.7333333333333,1.13034623217923,0.105817436526635,"TFAP4::ETV1",0.999999936912362
"ENSG00000109705_LINE2257_NKX32_D","ENSG00000109705_LINE2257_NKX32_D",41,515,20.5,17.1666666666667,1.19417475728155,0.116988663335818,"NKX32",0.999999936912362
"MA1553.1","MA1553.1",26,309,13,10.3,1.2621359223301,0.120725052939736,"RARG",0.999999936912362
"MA1937.1","MA1937.1",30,366,15,12.2,1.22950819672131,0.128230272697564,"ERF::HOXB13",0.999999936912362
"ENSG00000118526_LINE152_TCF21_I","ENSG00000118526_LINE152_TCF21_I",35,436,17.5,14.5333333333333,1.20412844036697,0.130557848116989,"TCF21",0.999999936912362
"ENSG00000187728_LINE296_ENSG00000187728_I","ENSG00000187728_LINE296_ENSG00000187728_I",35,436,17.5,14.5333333333333,1.20412844036697,0.130557848116989,"ENSG00000187728",0.999999936912362
"MA1932.1","MA1932.1",27,329,13.5,10.9666666666667,1.23100303951368,0.142922583054228,"ELK1::HOXB13",0.999999936912362
"MA1544.1","MA1544.1",10,103,5,3.43333333333333,1.45631067961165,0.145205568604666,"OVOL1",0.999999936912362
"MA0052.4","MA0052.4",98,1358,49,45.2666666666667,1.08247422680412,0.152837012221713,"MEF2A",0.999999936912362
"ENSG00000063515_LINE2174_GSC2_D","ENSG00000063515_LINE2174_GSC2_D",21,252,10.5,8.4,1.25,0.163761061730352,"GSC2",0.999999936912362
"MA0891.1","MA0891.1",21,252,10.5,8.4,1.25,0.163761061730352,"GSC2",0.999999936912362
"MA0594.2","MA0594.2",6,56,3,1.86666666666667,1.60714285714286,0.16639833673715,"HOXA9",0.999999936912362
"ENSG00000106852_LINE2232_LHX6_D_N1","ENSG00000106852_LINE2232_LHX6_D_N1",20,239,10,7.96666666666667,1.25523012552301,0.166582874104076,"LHX6",0.999999936912362
"ENSG00000107859_LINE2244_PITX3_D","ENSG00000107859_LINE2244_PITX3_D",28,351,14,11.7,1.1965811965812,0.174239646959074,"PITX3",0.999999936912362
"MA0910.2","MA0910.2",11,121,5.5,4.03333333333333,1.36363636363636,0.179706899763977,"HOXD8",0.999999936912362
"ENSG00000064835_LINE2641_POU1F1_D_N1","ENSG00000064835_LINE2641_POU1F1_D_N1",41,536,20.5,17.8666666666667,1.14738805970149,0.180346301240439,"POU1F1",0.999999936912362
"ENSG00000123307_LINE291_NEUROD4_I_N7","ENSG00000123307_LINE291_NEUROD4_I_N7",16,188,8,6.26666666666667,1.27659574468085,0.182800522630415,"NEUROD4",0.999999936912362
