"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0499.2","MA0499.2",112,1033,56,34.4333333333333,1.62633107454017,8.39996790732086e-11,"MYOD1",1.31207498712352e-07
"ENSG00000166823_LINE260_MESP1_D","ENSG00000166823_LINE260_MESP1_D",100,906,50,30.2,1.65562913907285,9.99808781388843e-10,"MESP1",5.20567105509791e-07
"ENSG00000188095_LINE300_MESP2_I","ENSG00000188095_LINE300_MESP2_I",100,906,50,30.2,1.65562913907285,9.99808781388843e-10,"MESP2",5.20567105509791e-07
"MA0103.3","MA0103.3",118,1189,59,39.6333333333333,1.48864592094197,8.16184014275744e-09,"ZEB1",3.18719857574678e-06
"ENSG00000139613_LINE2855_SMARCC2_D","ENSG00000139613_LINE2855_SMARCC2_D",89,809,44.5,26.9666666666667,1.65018541409147,2.49301972527005e-08,"SMARCC2",7.78819362174362e-06
"MA1630.2","MA1630.2",163,1937,81.5,64.5666666666667,1.26226122870418,4.46224899902619e-08,"ZNF281",1.16167215607982e-05
"ENSG00000163884_LINE1044_KLF15_D","ENSG00000163884_LINE1044_KLF15_D",155,1826,77.5,60.8666666666667,1.27327491785323,1.86589218042059e-07,"KLF15",3.7057368760219e-05
"ENSG00000019549_LINE604_SNAI2_D_N2","ENSG00000019549_LINE604_SNAI2_D_N2",124,1334,62,44.4666666666667,1.39430284857571,1.89794462280251e-07,"SNAI2",3.7057368760219e-05
"ENSG00000162702_LINE1036_ZNF281_I","ENSG00000162702_LINE1036_ZNF281_I",125,1365,62.5,45.5,1.37362637362637,4.30024984838703e-07,"ZNF281",6.58738849118591e-05
"ENSG00000196628_LINE303_TCF4_D_N3","ENSG00000196628_LINE303_TCF4_D_N3",108,1117,54,37.2333333333333,1.4503133393017,4.44593267698761e-07,"TCF4",6.58738849118591e-05
"MA1723.1","MA1723.1",174,2183,87,72.7666666666667,1.19560238204306,4.63900597970839e-07,"PRDM9",6.58738849118591e-05
"ENSG00000168874_LINE262_ATOH8_I","ENSG00000168874_LINE262_ATOH8_I",98,982,49,32.7333333333333,1.4969450101833,5.7705893609394e-07,"ATOH8",6.97359465494994e-05
"ENSG00000127528_LINE2754_KLF2_I_N15","ENSG00000127528_LINE2754_KLF2_I_N15",125,1371,62.5,45.7,1.36761487964989,5.80388799707741e-07,"KLF2",6.97359465494994e-05
"MA1522.1","MA1522.1",148,1734,74,57.8,1.280276816609,6.32749932958814e-07,"MAZ",7.05968139486905e-05
"ENSG00000124216_LINE884_SNAI1_D","ENSG00000124216_LINE884_SNAI1_D",104,1070,52,35.6666666666667,1.45794392523364,7.35428237217753e-07,"SNAI1",7.65825937689421e-05
"ENSG00000135363_LINE3654_LMO2_D_N1","ENSG00000135363_LINE3654_LMO2_D_N1",112,1187,56,39.5666666666667,1.41533277169334,8.5662734464548e-07,"LMO2",8.3628244521015e-05
"MA1961.1","MA1961.1",151,1798,75.5,59.9333333333333,1.25973303670745,1.26422756836447e-06,"PATZ1",0.000116160203634429
"MA0745.2","MA0745.2",101,1041,50.5,34.7,1.45533141210375,1.45215832930553e-06,"SNAI2",0.000118268685237915
"MA0088.2","MA0088.2",70,630,35,21,1.66666666666667,1.46420084436059e-06,"ZNF143",0.000118268685237915
"MA0746.2","MA0746.2",134,1530,67,51,1.31372549019608,1.60891602683153e-06,"SP3",0.000118268685237915
"ENSG00000172238_LINE964_ATOH1_I_N6","ENSG00000172238_LINE964_ATOH1_I_N6",96,974,48,32.4666666666667,1.47843942505133,1.6423755854438e-06,"ATOH1",0.000118268685237915
"ENSG00000065029_LINE624_ZNF76_I","ENSG00000065029_LINE624_ZNF76_I",105,1100,52.5,36.6666666666667,1.43181818181818,1.66575613011148e-06,"ZNF76",0.000118268685237915
"MA0742.2","MA0742.2",133,1518,66.5,50.6,1.31422924901186,1.89960952199485e-06,"KLF12",0.000129008264058954
"ENSG00000163848_LINE1042_ZNF148_D","ENSG00000163848_LINE1042_ZNF148_D",163,2014,81.5,67.1333333333333,1.21400198609732,2.15383668345866e-06,"ZNF148",0.000136501112850089
"MA0830.2","MA0830.2",112,1207,56,40.2333333333333,1.39188069594035,2.30679919891186e-06,"TCF4",0.000136501112850089
"ENSG00000183733_LINE289_FIGLA_D","ENSG00000183733_LINE289_FIGLA_D",88,872,44,29.0666666666667,1.51376146788991,2.35987027953356e-06,"FIGLA",0.000136501112850089
"MA0820.1","MA0820.1",88,872,44,29.0666666666667,1.51376146788991,2.35987027953356e-06,"FIGLA",0.000136501112850089
"MA1959.1","MA1959.1",146,1730,73,57.6666666666667,1.26589595375723,2.44688294481594e-06,"KLF7",0.000136501112850089
"ENSG00000006194_LINE594_ZNF263_D_N2","ENSG00000006194_LINE594_ZNF263_D_N2",170,2146,85,71.5333333333333,1.18825722273998,2.97614379511448e-06,"ZNF263",0.000160301262343752
"ENSG00000185591_LINE1321_SP1_D_N5","ENSG00000185591_LINE1321_SP1_D_N5",154,1868,77,62.2666666666667,1.23661670235546,3.18710895495929e-06,"SP1",0.000165942139588214
"ENSG00000196092_LINE3170_PAX5_D_N8","ENSG00000196092_LINE3170_PAX5_D_N8",69,631,34.5,21.0333333333333,1.64025356576862,3.38460951056056e-06,"PAX5",0.000168793665428411
"MA0516.3","MA0516.3",141,1657,70.5,55.2333333333333,1.27640313820157,3.4580008282389e-06,"SP2",0.000168793665428411
"MA1513.1","MA1513.1",130,1493,65,49.7666666666667,1.30609511051574,5.05334400485496e-06,"KLF15",0.000239191616229802
"MA0493.2","MA0493.2",151,1830,75.5,61,1.23770491803279,5.49610414481187e-06,"KLF1",0.000252497490417534
"ENSG00000148516_LINE581_ZEB1_D_N5","ENSG00000148516_LINE581_ZEB1_D_N5",105,1126,52.5,37.5333333333333,1.398756660746,5.93452162270172e-06,"ZEB1",0.000253539294299081
"MA0740.2","MA0740.2",132,1528,66,50.9333333333333,1.29581151832461,6.06956404717924e-06,"KLF14",0.000253539294299081
"ENSG00000136826_LINE939_KLF4_D","ENSG00000136826_LINE939_KLF4_D",150,1816,75,60.5333333333333,1.23898678414097,6.15427893385597e-06,"KLF4",0.000253539294299081
"ENSG00000172845_LINE1170_SP3_D_N1","ENSG00000172845_LINE1170_SP3_D_N1",143,1702,71.5,56.7333333333333,1.26028202115159,6.16804941316586e-06,"SP3",0.000253539294299081
"MA1564.1","MA1564.1",133,1546,66.5,51.5333333333333,1.29042690815006,6.77215537626552e-06,"SP9",0.000271233505069916
"ENSG00000189120_LINE1378_SP6_I","ENSG00000189120_LINE1378_SP6_I",116,1291,58,43.0333333333333,1.34779240898528,7.58005965595869e-06,"SP6",0.000288781784941646
"ENSG00000204335_LINE1520_SP5_I","ENSG00000204335_LINE1520_SP5_I",116,1291,58,43.0333333333333,1.34779240898528,7.58005965595869e-06,"SP5",0.000288781784941646
"MA1631.1","MA1631.1",115,1277,57.5,42.5666666666667,1.35082223962412,7.83922807413608e-06,"ASCL1",0.00029154462504287
"ENSG00000185129_LINE3691_PURA_D","ENSG00000185129_LINE3691_PURA_D",157,1940,78.5,64.6666666666667,1.2139175257732,8.32033451563848e-06,"PURA",0.000302240988684356
"ENSG00000181690_LINE1275_PLAG1_D_N1","ENSG00000181690_LINE1275_PLAG1_D_N1",112,1235,56,41.1666666666667,1.36032388663968,8.57559565557206e-06,"PLAG1",0.000304433645772808
"MA1712.1","MA1712.1",124,1417,62,47.2333333333333,1.31263232180663,1.00781633391131e-05,"ZNF454",0.000344004518128978
"ENSG00000165495_LINE2439_PKNOX2_D","ENSG00000165495_LINE2439_PKNOX2_D",74,714,37,23.8,1.5546218487395,1.01307348488688e-05,"PKNOX2",0.000344004518128978
"MA0039.4","MA0039.4",159,1980,79.5,66,1.20454545454545,1.0792937020682e-05,"KLF4",0.000353770066936244
"MA0685.2","MA0685.2",143,1715,71.5,57.1666666666667,1.25072886297376,1.08712952707681e-05,"SP4",0.000353770066936244
"ENSG00000178951_LINE1236_ZBTB7A_D_N1","ENSG00000178951_LINE1236_ZBTB7A_D_N1",134,1573,67,52.4333333333333,1.27781309599491,1.11407524762645e-05,"ZBTB7A",0.000355139905467861
"ENSG00000117318_LINE151_ID3_I","ENSG00000117318_LINE151_ID3_I",93,972,46.5,32.4,1.43518518518519,1.18838824578845e-05,"ID3",0.000363973027435601
"ENSG00000172201_LINE271_ID4_D","ENSG00000172201_LINE271_ID4_D",93,972,46.5,32.4,1.43518518518519,1.18838824578845e-05,"ID4",0.000363973027435601
"ENSG00000109320_LINE3202_NFKB1_D_N3","ENSG00000109320_LINE3202_NFKB1_D_N3",89,919,44.5,30.6333333333333,1.45266594124048,1.3092526513463e-05,"NFKB1",0.000393171593281376
"ENSG00000067082_LINE628_KLF6_D","ENSG00000067082_LINE628_KLF6_D",104,1130,52,37.6666666666667,1.38053097345133,1.38547970400395e-05,"KLF6",0.000393171593281376
"MA1517.1","MA1517.1",115,1290,57.5,43,1.33720930232558,1.39885046663956e-05,"KLF6",0.000393171593281376
"MA1511.2","MA1511.2",143,1721,71.5,57.3666666666667,1.24636839047066,1.4052930957129e-05,"KLF10",0.000393171593281376
"ENSG00000256683_LINE3706_ZNF350_D","ENSG00000256683_LINE3706_ZNF350_D",99,1060,49.5,35.3333333333333,1.40094339622642,1.44934425276711e-05,"ZNF350",0.000393171593281376
