"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0490.2","MA0490.2",86,691,43,23.0333333333333,1.86685962373372,6.55748546475504e-11,"JUNB",1.02427922959474e-07
"MA1142.1","MA1142.1",81,664,40.5,22.1333333333333,1.82981927710843,1.04900489527963e-09,"FOSL1::JUND",8.19272823213387e-07
"MA1130.1","MA1130.1",81,679,40.5,22.6333333333333,1.78939617083947,3.34479607899316e-09,"FOSL2::JUN",1.7415238251291e-06
"MA1137.1","MA1137.1",82,696,41,23.2,1.76724137931034,4.7185999561663e-09,"FOSL1::JUNB",1.84261328288294e-06
"MA1135.1","MA1135.1",77,643,38.5,21.4333333333333,1.79626749611198,9.03989281864401e-09,"FOSB::JUNB",1.87688871710685e-06
"MA0835.2","MA0835.2",92,833,46,27.7666666666667,1.65666266506603,9.13015707405113e-09,"BATF3",1.87688871710685e-06
"MA1134.1","MA1134.1",76,631,38,21.0333333333333,1.80665610142631,9.18348700497133e-09,"FOS::JUNB",1.87688871710685e-06
"MA0462.2","MA0462.2",93,848,46.5,28.2666666666667,1.64504716981132,1.03632284473619e-08,"BATF::JUN",1.87688871710685e-06
"MA1928.1","MA1928.1",88,784,44,26.1333333333333,1.68367346938776,1.10982572926383e-08,"BNC2",1.87688871710685e-06
"MA1634.1","MA1634.1",92,839,46,27.9666666666667,1.64481525625745,1.36145533419752e-08,"BATF",1.87688871710685e-06
"ENSG00000130522_LINE411_JUND_D_N6","ENSG00000130522_LINE411_JUND_D_N6",91,826,45.5,27.5333333333333,1.65254237288136,1.36877483567596e-08,"JUND",1.87688871710685e-06
"MA1138.1","MA1138.1",76,637,38,21.2333333333333,1.78963893249608,1.44191194656096e-08,"FOSL2::JUNB",1.87688871710685e-06
"MA1633.2","MA1633.2",80,692,40,23.0666666666667,1.73410404624277,2.15142288219435e-08,"BACH1",2.58501733999044e-06
"MA0477.2","MA0477.2",83,731,41.5,24.3666666666667,1.703146374829,2.34222208145195e-08,"FOSL1",2.61325063659139e-06
"ENSG00000140044_LINE415_JDP2_D_N2","ENSG00000140044_LINE415_JDP2_D_N2",63,494,31.5,16.4666666666667,1.91295546558704,3.61803802973265e-08,"JDP2",3.74533190337598e-06
"ENSG00000175592_LINE505_FOSL1_D_N3","ENSG00000175592_LINE505_FOSL1_D_N3",84,751,42,25.0333333333333,1.67776298268975,3.83644753226733e-08,"FOSL1",3.74533190337598e-06
"MA0491.2","MA0491.2",76,654,38,21.8,1.74311926605505,4.94925549239412e-08,"JUND",4.47503899179758e-06
"MA0099.3","MA0099.3",77,667,38.5,22.2333333333333,1.73163418290855,5.1568951249908e-08,"FOS::JUN",4.47503899179758e-06
"MA1101.2","MA1101.2",65,523,32.5,17.4333333333333,1.8642447418738,5.68797410439327e-08,"BACH2",4.67611344792752e-06
"MA1141.1","MA1141.1",83,752,41.5,25.0666666666667,1.65558510638298,9.53743248289167e-08,"FOS::JUND",7.36613510347986e-06
"MA1128.1","MA1128.1",81,727,40.5,24.2333333333333,1.67125171939477,9.90325462055551e-08,"FOSL1::JUN",7.36613510347986e-06
"ENSG00000170345_LINE476_FOS_D_N4","ENSG00000170345_LINE476_FOS_D_N4",84,768,42,25.6,1.640625,1.16615046395522e-07,"FOS",8.19981864528365e-06
"MA1144.1","MA1144.1",74,642,37,21.4,1.72897196261682,1.20739967248095e-07,"FOSL2::JUND",8.19981864528365e-06
"ENSG00000186564_LINE2047_FOXD2_D_N1","ENSG00000186564_LINE2047_FOXD2_D_N1",85,784,42.5,26.1333333333333,1.62627551020408,1.41474067601395e-07,"FOXD2",9.20760389972411e-06
"MA0788.1","MA0788.1",83,768,41.5,25.6,1.62109375,2.63046985331469e-07,"POU3F3",1.64351756435102e-05
"MA0476.1","MA0476.1",82,758,41,25.2666666666667,1.62269129287599,3.15550371837208e-07,"FOS",1.89572954157584e-05
"ENSG00000177606_LINE517_JUN_D_N5","ENSG00000177606_LINE517_JUN_D_N5",80,735,40,24.5,1.63265306122449,3.74720623817804e-07,"JUN",2.16782820149411e-05
"MA0785.1","MA0785.1",74,662,37,22.0666666666667,1.67673716012085,4.59611290520685e-07,"POU2F1",2.56397441354754e-05
"ENSG00000173473_LINE2867_SMARCC1_D_N2","ENSG00000173473_LINE2867_SMARCC1_D_N2",84,795,42,26.5,1.58490566037736,6.12693503237031e-07,"SMARCC1",3.30009397260773e-05
"ENSG00000171223_LINE487_JUNB_D_N3","ENSG00000171223_LINE487_JUNB_D_N3",81,757,40.5,25.2333333333333,1.60501981505945,6.5394802254743e-07,"JUNB",3.40488937073029e-05
"MA0655.1","MA0655.1",62,525,31,17.5,1.77142857142857,9.25723617976671e-07,"JDP2",4.66445255251471e-05
"ENSG00000125740_LINE393_FOSB_D","ENSG00000125740_LINE393_FOSB_D",78,727,39,24.2333333333333,1.60935350756534,1.10626100945321e-06,"FOSB",5.39993655239346e-05
"ENSG00000116017_LINE44_ARID3A_D_N1","ENSG00000116017_LINE44_ARID3A_D_N1",144,1683,72,56.1,1.28342245989305,1.24105430720144e-06,"ARID3A",5.76534262884075e-05
"ENSG00000198914_LINE2689_POU3F3_D_N1","ENSG00000198914_LINE2689_POU3F3_D_N1",80,755,40,25.1666666666667,1.58940397350993,1.2550884539641e-06,"POU3F3",5.76534262884075e-05
"ENSG00000143190_LINE2665_POU2F1_D_N5","ENSG00000143190_LINE2665_POU2F1_D_N5",73,666,36.5,22.2,1.64414414414414,1.31339956925128e-06,"POU2F1",5.76534262884075e-05
"MA0478.1","MA0478.1",79,743,39.5,24.7666666666667,1.59488559892328,1.32876014493129e-06,"FOSL2",5.76534262884075e-05
"ENSG00000075426_LINE328_FOSL2_D_N3","ENSG00000075426_LINE328_FOSL2_D_N3",79,746,39.5,24.8666666666667,1.58847184986595,1.58420869196215e-06,"FOSL2",6.68792966714832e-05
"MA0681.2","MA0681.2",99,1021,49.5,34.0333333333333,1.45445641527914,2.17896034951596e-06,"PHOX2B",8.95667385774716e-05
"ENSG00000137309_LINE57_HMGA1_D","ENSG00000137309_LINE57_HMGA1_D",119,1312,59.5,43.7333333333333,1.36051829268293,2.56982920401035e-06,"HMGA1",0.00010292495427344
"ENSG00000156273_LINE437_BACH1_D_N1","ENSG00000156273_LINE437_BACH1_D_N1",73,680,36.5,22.6666666666667,1.61029411764706,3.05787387272975e-06,"BACH1",0.000119409974730097
