"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000005889_LINE590_ZFX_D","ENSG00000005889_LINE590_ZFX_D",145,1567,72.5,52.2333333333333,1.38800255264837,1.13596871141439e-09,"ZFX",1.77438312722928e-06
"MA1517.1","MA1517.1",122,1290,61,43,1.41860465116279,8.94676789340801e-08,"KLF6",5.05025524549278e-05
"ENSG00000127528_LINE2754_KLF2_I_N15","ENSG00000127528_LINE2754_KLF2_I_N15",127,1371,63.5,45.7,1.38949671772429,1.24307627964021e-07,"KLF2",5.05025524549278e-05
"ENSG00000178951_LINE1236_ZBTB7A_D_N1","ENSG00000178951_LINE1236_ZBTB7A_D_N1",140,1573,70,52.4333333333333,1.33502860775588,1.29327919218765e-07,"ZBTB7A",5.05025524549278e-05
"ENSG00000118495_LINE840_PLAGL1_D","ENSG00000118495_LINE840_PLAGL1_D",85,790,42.5,26.3333333333333,1.61392405063291,2.05620051006422e-07,"PLAGL1",6.42357039344062e-05
"MA1721.1","MA1721.1",120,1281,60,42.7,1.40515222482436,2.65524635355704e-07,"ZNF93",6.91249134042682e-05
"MA0039.4","MA0039.4",163,1980,81.5,66,1.23484848484848,4.12004885303425e-07,"KLF4",8.13398837633599e-05
"MA0162.4","MA0162.4",124,1351,62,45.0333333333333,1.37675795706884,4.52824991644402e-07,"EGR1",8.13398837633599e-05
"MA1512.1","MA1512.1",131,1458,65.5,48.6,1.3477366255144,4.68667704142278e-07,"KLF11",8.13398837633599e-05
"MA0493.2","MA0493.2",154,1830,77,61,1.26229508196721,5.27771022967333e-07,"KLF1",8.24378337874974e-05
"MA1712.1","MA1712.1",128,1417,64,47.2333333333333,1.35497529992943,5.96957056655531e-07,"ZNF454",8.4686294670739e-05
"ENSG00000118263_LINE839_KLF7_I","ENSG00000118263_LINE839_KLF7_I",129,1434,64.5,47.8,1.34937238493724,6.5059893473039e-07,"KLF7",8.4686294670739e-05
"MA1102.2","MA1102.2",115,1230,57.5,41,1.40243902439024,8.32939759843303e-07,"CTCFL",0.000100080915759634
"MA0741.1","MA0741.1",139,1598,69.5,53.2666666666667,1.30475594493116,9.77587667479537e-07,"KLF16",0.000102029425895482
"ENSG00000163884_LINE1044_KLF15_D","ENSG00000163884_LINE1044_KLF15_D",153,1826,76.5,60.8666666666667,1.25684556407448,9.79796023324087e-07,"KLF15",0.000102029425895482
"MA1630.2","MA1630.2",159,1937,79.5,64.5666666666667,1.23128549303046,1.5113603071431e-06,"ZNF281",0.000147546549984846
"MA0746.2","MA0746.2",134,1530,67,51,1.31372549019608,1.60891602683153e-06,"SP3",0.00014783099023005
"MA1976.1","MA1976.1",145,1708,72.5,56.9333333333333,1.27341920374707,1.87534138033945e-06,"ZNF320",0.000159677968329643
"ENSG00000129911_LINE910_KLF16_D","ENSG00000129911_LINE910_KLF16_D",137,1581,68.5,52.7,1.29981024667932,1.94230563269092e-06,"KLF16",0.000159677968329643
"ENSG00000100105_LINE688_PATZ1_D","ENSG00000100105_LINE688_PATZ1_D",121,1342,60.5,44.7333333333333,1.35245901639344,2.59679028103896e-06,"PATZ1",0.000195460088940998
"ENSG00000105610_LINE802_KLF1_D","ENSG00000105610_LINE802_KLF1_D",133,1525,66.5,50.8333333333333,1.30819672131148,2.62782449920676e-06,"KLF1",0.000195460088940998
"ENSG00000172845_LINE1170_SP3_D_N1","ENSG00000172845_LINE1170_SP3_D_N1",144,1702,72,56.7333333333333,1.26909518213866,2.99424879493869e-06,"SP3",0.00020675587804711
"MA1653.1","MA1653.1",154,1867,77,62.2333333333333,1.23727905731119,3.04442073949009e-06,"ZNF148",0.00020675587804711
"MA1511.2","MA1511.2",145,1721,72.5,57.3666666666667,1.2638001162115,3.4041094736687e-06,"KLF10",0.000221550791577938
"ENSG00000124092_LINE881_CTCFL_D","ENSG00000124092_LINE881_CTCFL_D",111,1205,55.5,40.1666666666667,1.38174273858921,4.19543362216e-06,"CTCFL",0.000252384361591487
"MA1596.1","MA1596.1",165,2064,82.5,68.8,1.19912790697674,4.29963627945977e-06,"ZNF460",0.000252384361591487
"ENSG00000169057_LINE2826_MECP2_D","ENSG00000169057_LINE2826_MECP2_D",102,1077,51,35.9,1.42061281337047,4.36259779959676e-06,"MECP2",0.000252384361591487
"MA1987.1","MA1987.1",140,1648,70,54.9333333333333,1.27427184466019,4.72523027853292e-06,"ZNF701",0.000263600346252444
"MA1515.1","MA1515.1",142,1683,71,56.1,1.26559714795009,5.41433843583419e-06,"KLF2",0.000291627470233552
"MA0740.2","MA0740.2",132,1528,66,50.9333333333333,1.29581151832461,6.06956404717924e-06,"KLF14",0.000312241985123631
